exp_id,scheme,factor,mw_cut,factor_value,count,y100_mean,expected_additive_y100,interaction_excess_y100,residual100_mean,expected_additive_residual100,interaction_excess_residual100,abs_interaction_excess_y100,abs_interaction_excess_residual100
v82_20260618_103948,current_fine,activity,8,light,142,47.401408450704224,47.288272340362205,0.11313611034201898,0.4647887323943662,0.4625028497447877,0.0022858826495784634,0.11313611034201898,0.0022858826495784634
v82_20260618_103948,current_fine,smoke_status,missing,ex-smoker,445,48.07865168539326,47.974394209427466,0.10425747596579527,0.9483146067415731,0.5946144316452945,0.3537001750962786,0.10425747596579527,0.3537001750962786
v82_20260618_103948,current_fine,sleep_pattern,9,normal,278,46.39928057553957,46.498667976304525,-0.09938740076495378,-0.6942446043165468,-0.7921475082794228,0.09790290396287604,0.09938740076495378,0.09790290396287604
v82_20260618_103948,current_fine,activity,missing,light,311,48.09324758842444,48.176580406846675,-0.08333281842223528,0.02572347266881038,0.05945793663180898,-0.033734463962998604,0.08333281842223528,0.033734463962998604
v82_20260618_103948,current_fine,sleep_pattern,missing,normal,538,49.58364312267658,49.509922361129775,0.0737207615468023,0.7713754646840149,0.9354628160893789,-0.164087351405364,0.0737207615468023,0.164087351405364
v82_20260618_103948,current_fine,activity,11,moderate,57,60.175438596491226,60.10581551362683,0.06962308286439622,8.087719298245615,8.781814116002794,-0.6940948177571791,0.06962308286439622,0.6940948177571791
v82_20260618_103948,current_fine,edu_level,7,high school diploma,94,46.06382978723404,45.9978551825533,0.0659746046807399,-0.2872340425531915,-1.2333208363963082,0.9460867938431167,0.0659746046807399,0.9460867938431167
v82_20260618_103948,current_fine,smoke_status,<=6,current-smoker,23,32.391304347826086,32.432108043217276,-0.04080369539119033,-3.8260869565217392,-6.883441776710684,3.0573548201889444,0.04080369539119033,3.0573548201889444
v82_20260618_103948,current_fine,edu_level,missing,bachelors degree,280,47.52142857142857,47.487669485553205,0.033759085875367134,1.4035714285714285,-0.11089746300211423,1.5144688915735427,0.033759085875367134,1.5144688915735427
v82_20260618_103948,current_fine,smoke_status,7,non-smoker,135,46.8962962962963,46.917556110435164,-0.02125981413886535,-2.8814814814814813,-1.8919336384162322,-0.9895478430652491,0.02125981413886535,0.9895478430652491
